doc,so_hieu,loai,co_quan,ky_tu,ty_le_dau,ngay,ngay_iso,ngay_hop_le,nguoi_ky,hoc_ham,chuc_danh,can_cu,hieu_luc,loai_hieu_luc,so_dieu,so_khoan,rac
0314,1251/QĐ-ĐHĐN,QĐ,ĐHĐN,33372,0.297507857111239,ngày 04 tháng 4 năm 2024,2024-04-04,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,6,1,AMENDS,3,63,
0315,1155/QĐ-ĐHĐN,QĐ,ĐHĐN,47899,0.31501301706682094,ngày 29 tháng 3 năm 2024,2024-03-29,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,6,1,AMENDS,4,56,
0316,4/2024/TT-BGDĐT,TT,BGDĐT,7257,0.2968001532860701,ngày 29 tháng 03 năm 2024,2024-03-29,True,Phạm Ngọc Thưởng,,Thứ trưởng,2,0,,8,15,
0317,5/2024/TT-BGDĐT,TT,BGDĐT,13568,0.28836346777932315,ngày 29 tháng 03 năm 2024,2024-03-29,True,Phạm Ngọc Thưởng,,Thứ trưởng,4,3,"AMENDED_BY,AMENDS",8,23,
0318,1/2024/TT-BGDĐT,TT,BGDĐT,51514,0.2994768562425429,ngày 05 tháng 02 năm 2024,2024-02-05,True,Hoàng Minh Sơn,,Thứ trưởng,2,1,REPEALS,4,30,
0319,85/2023/NĐ-CP,NĐ,CP,73545,0.2984479539442975,ngày 07 tháng 12 năm 2023,2023-12-07,True,Trần Lưu Quang,,Phó thủ tướng,3,1,AMENDS,3,133,
0355,1559/QĐ-BGDĐT,QĐ,BGDĐT,9503,0.3164637039380041,ngày 04 tháng 06 năm 2024,2024-06-04,True,Nguyễn Kim Sơn,,Bộ trưởng,5,1,AMENDS,7,18,
0356,9/2024/TT-BGDĐT,TT,BGDĐT,42483,0.29279917112761183,ngày 03 tháng 06 năm 2024,2024-06-03,True,Hoàng Minh Sơn,,Thứ trưởng,4,1,REPLACES,17,77,
0359,2888/QĐ-ĐHBK,QĐ,ĐHBK,12311,0.3068712474983322,ngày 17 tháng 7 năm 2024,2024-07-17,True,Nguyễn Hữu Hiếu,,Hiệu trưởng,6,0,,17,41,
0360,2060/QĐ-BGDĐT,QĐ,BGDĐT,11130,0.292755787901419,ngày 05 tháng 08 năm 2024,2024-08-05,True,Hoàng Minh Sơn,,Thứ trưởng,6,1,AMENDS,3,0,
0367,3686/QĐ-ĐHĐN,QĐ,ĐHĐN,6408,0.32142857142857145,ngày 04 tháng 9 năm 2024,2024-09-04,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,7,1,AMENDS,3,3,
0372,4311/QĐ-ĐHBK,QĐ,ĐHBK,23540,0.29441111461951375,ngày 17 tháng 10 năm 2024,2024-10-17,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,5,0,,14,54,
0373,3086/QĐ-BGDĐT,QĐ,BGDĐT,100252,0.3180942347412634,ngày 23 tháng 10 năm 2024,2024-10-23,True,Nguyễn Kim Sơn,,Bộ trưởng,6,2,"AMENDS,REPLACES",28,126,
0388,144/QĐ-ĐHĐN,QĐ,ĐHĐN,13584,0.2907157101706182,ngày 15 tháng 01 năm 2025,2025-01-15,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,4,0,,8,12,
0390,3/2025/TT-BGDĐT,TT,BGDĐT,18178,0.31127083168786035,ngày 07 tháng 02 năm 2025,2025-02-07,True,Hoàng Minh Sơn,,Thứ trưởng,2,0,,12,26,
0391,595/QĐ-ĐHBK,QĐ,ĐHBK,92258,0.31014962185935246,ngày 17 tháng 02 năm 2025,2025-02-17,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,4,0,,28,126,
0400,50/2024/QH15,L,QH15,51486,0.2955298232597578,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV, kỳ họp thứ 8 thông qua ngày 27 tháng 11 năm 2024",2024-11-27,True,Trần Thanh Mẫn,,Chủ tịch,1,0,,37,159,
0402,51/2024/QH15,L,QH15,51669,0.2968875141539396,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV, kỳ họp thứ 8 thông qua ngày 27 tháng 11 năm 2024",2024-11-27,True,Trần Thanh Mẫn,,Chủ tịch,1,2,"AMENDED_BY,AMENDS",4,117,
0405,800/QĐ-ĐHBK,QĐ,ĐHBK,48173,0.29034269957983194,ngày 01 tháng 3 năm 2024,2024-03-01,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,13,2,"REPEALS,REPLACED_BY",3,4,
0406,1478/QĐ-ĐHBK,QĐ,ĐHBK,22098,0.2957295140932575,ngày 19 tháng 4 năm 2024,2024-04-19,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,8,1,REPLACES,3,5,
0422,1353/QĐ-ĐHĐN,QĐ,ĐHĐN,21035,0.2916039928893751,ngày 4 tháng 4 năm 2025,2025-04-04,True,Nguyễn Mạnh Toàn,PGS.TS,Phó giám đốc,7,0,,3,19,
0423,1137/QĐ-BGDĐT,QĐ,BGDĐT,119373,0.2804752428889149,ngày 24 tháng 04 năm 2025,2025-04-24,True,Phạm Ngọc Thưởng,,Thứ trưởng,5,5,"AMENDED_BY,AMENDS",3,40,
0424,2061/QĐ-ĐHBK,QĐ,ĐHBK,18370,0.2862425477322466,ngày 26 tháng 4 năm 2025,2025-04-26,True,Huỳnh Phương Nam,TS,Phó hiệu trưởng,8,0,,3,19,
0425,1195/QĐ-BGDĐT,QĐ,BGDĐT,209958,0.30573542696760936,ngày 29 tháng 04 năm 2025,2025-04-29,True,Lê Tấn Dũng,,Thứ trưởng,9,4,"AMENDED_BY,AMENDS",8,253,
0426,2155/QĐ-ĐHBK,QĐ,ĐHBK,27737,0.30885774859093024,ngày 05 tháng 5 năm 2025,2025-05-05,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,11,0,,25,68,
0428,8/2025/TT-BGDĐT,TT,BGDĐT,84530,0.29727407778632925,ngày 12 tháng 5 năm 2025,2025-05-12,True,Lê Tấn Dũng,,Thứ trưởng,3,1,REPLACES,5,11,
0430,1236/QĐ-BGDĐT,QĐ,BGDĐT,13533,0.31508739650413986,ngày 08 tháng 05 năm 2025,2025-05-08,True,Nguyễn Kim Sơn,,Bộ trưởng,4,0,,8,64,
0433,19/2024/TT-BGDĐT,TT,BGDĐT,6079,0.30434782608695654,ngày 28 tháng 11 năm 2024,2024-11-28,True,Hoàng Minh Sơn,,Thứ trưởng,4,1,REPLACES,6,14,
0436,1974/QĐ-ĐHĐN,QĐ,ĐHĐN,38352,0.30811059907834104,ngày 27 tháng 5 năm 2025,2025-05-27,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,7,2,"AMENDS,REPLACES",20,44,
0437,32/NQ-HĐĐH,NQ,HĐĐH,46015,0.2963204941644641,ngày 02 tháng 6 năm 2025,2025-06-02,True,Phan Minh Đức,,Chủ tịch,9,1,REPLACES,34,127,
0438,2157/ĐHĐN-TCCB,CV,ĐHĐN,18215,0.3154488859764089,ngày 09 tháng 6 năm 2025,2025-06-09,True,Nguyễn Kim Sơn,,Bộ trưởng,4,0,,8,64,
0440,1818/QĐ-BGDĐT,QĐ,BGDĐT,110612,0.31668679853037396,ngày 30 tháng 6 năm 2025,2025-06-30,True,Nguyễn Kim Sơn,,Bộ trưởng,6,1,AMENDS,29,107,
0442,2358/QĐ-BGDĐT,QĐ,BGDĐT,28982,0.2976974498638277,ngày 20 tháng 8 năm 2025,2025-08-20,True,Nguyễn Kim Sơn,,Bộ trưởng,1,0,,3,17,
0443,4303/QĐ-ĐHBK,QĐ,ĐHBK,59733,0.2883781144245838,ngày 29 tháng 8 năm 2025,2025-08-29,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,5,0,,25,69,
0445,3699/QĐ-ĐHĐN,QĐ,ĐHĐN,9007,0.32528205943111393,ngày 26 tháng 9 năm 2025,2025-09-26,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,7,1,AMENDS,3,6,
0448,5247/QĐ-ĐHBK,QĐ,ĐHBK,58551,0.300112035469953,ngày 24 tháng 10 năm 2025,2025-10-24,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,9,0,,3,85,
0451,3571/QĐ-BGDĐT,QĐ,BGDĐT,15051,0.3142402545743834,ngày 26 tháng 11 năm 2025,2025-11-26,True,Lê Quân,,Thứ trưởng,3,0,,3,19,
0457,73/2025/QH15,L,QH15,39098,0.29772292716843385,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa
XV, kỳ họp thứ 9 thông qua ngày 16 tháng 6 năm 2025",2025-06-16,True,Trần Thanh Mẫn,,Chủ tịch,0,1,AMENDS,42,137,
0458,123/2025/QH15,L,QH15,37943,0.3029132522291614,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV,
Kỳ họp thứ 10 thông qua ngày 10 tháng 12 năm 2025",2025-12-10,True,Trần Thanh Mẫn,,Chủ tịch,0,1,AMENDS,3,87,
0469,31/2026/TT-BGDĐT,TT,BGDĐT,27324,0.31479433878814683,ngày 14 tháng 04 năm 2026,2026-04-14,True,Phạm Ngọc Thưởng,,Thứ trưởng,5,3,AMENDS,17,47,
0471,26/2026/TT-BGDĐT,TT,BGDĐT,20520,0.29773333333333335,ngày 09 tháng 04 năm 2026,2026-04-09,True,Phạm Ngọc Thưởng,,Thứ trưởng,4,1,AMENDS,10,29,
0476,1060/QĐ-BGDĐT,QĐ,BGDĐT,72097,0.31681860561483477,ngày 04 tháng 05 năm 2026,2026-05-04,True,Lê Quân,,Thứ trưởng,2,0,,9,33,
0478,2152/QĐ-ĐHĐN,QĐ,ĐHĐN,47751,0.2952805755395683,ngày 04 tháng 6 năm 2026,2026-06-04,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,8,0,,35,131,
0484,129/2025/QH15,L,QH15,42269,0.29865412680395653,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV,
Kỳ họp thứ 10 thông qua ngày 10 tháng 12 năm 2025",2025-12-10,True,Trần Thanh Mẫn,,Chủ tịch,0,1,AMENDED_BY,43,167,
0485,259/2026/NĐ-CP,NĐ,CP,166073,0.30038140774129973,ngày 30 tháng 6 năm 2026,2026-06-30,True,Phạm Thị Thanh Trà,,Phó thủ tướng,4,5,"AMENDED_BY,AMENDS,REPEALS",78,301,
0486,232/2026/NĐ-CP,NĐ,CP,75424,0.30142834344079156,ngày 26 tháng 6 năm 2026,2026-06-26,True,Phạm Thị Thanh Trà,,Phó thủ tướng,4,0,,19,108,
0487,182/2026/NĐ-CP,NĐ,CP,18288,0.3102128311131527,Ngày 07-06-2026,2026-06-07,True,Phạm Thị Thanh Trà,,Phó thủ tướng,9,2,REPEALS,11,44,
0488,783/QC-ĐHBK,QC,ĐHBK,10932,0.29826302729528537,ngày 13 tháng 02 năm 2026,2026-02-13,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,0,0,,15,33,
0071,1616/QĐ-ĐHBK,QĐ,ĐHBK,51222,0.311958311958312,ngày 13 tháng 5 năm 2022,2022-05-13,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,8,0,,48,131,
0072,479/QĐ-ĐHBK,QĐ,ĐHBK,59875,0.2976836368140716,ngày 21 tháng 02 năm 2022,2022-02-21,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,9,0,,23,129,
0079,2465/QĐ-ĐHBK,QĐ,ĐHBK,16980,0.297694553508507,ngày 01 tháng 10 năm 2021,2021-10-01,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,6,1,REPLACES,3,18,
0155,4801/QĐ-ĐHĐN,QĐ,ĐHĐN,51854,0.31487362886652964,ngày 30 tháng 12 năm 2020,2020-12-30,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,8,1,REPLACES,48,154,
0393,33/2024/QH15,L,QH15,74019,0.3016949796678448,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV,
kỳ họp thứ 7 thông qua ngày 21 tháng 6 năm 2024",2024-06-21,True,Trần Thanh Mẫn,,Chủ tịch,1,2,AMENDED_BY,65,261,
0033,1562/QĐ-ĐHBK,QĐ,ĐHBK,45613,0.2915921983060067,ngày 02 tháng 6 năm 2021,2021-06-02,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,0,,32,86,
0034,1274/QĐ-ĐHBK,QĐ,ĐHBK,10209,0.29114518147684604,ngày 08 tháng 5 năm 2019,2019-05-08,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,4,0,,3,0,
0035,4/QĐ-ĐHBK,QĐ,ĐHBK,196297,0.3023688438447507,ngày 02 tháng 01 năm 2020,2020-01-02,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,5,1,REPLACES,34,204,
0038,405/QĐ-ĐHBK,QĐ,ĐHBK,57812,0.3088970501125459,ngày 05 tháng 03 năm 2019,2019-03-05,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,1,AMENDED_BY,37,145,
0039,806/QĐ-ĐHBK,QĐ,ĐHBK,25006,0.2979076718698107,ngày 30 tháng 3 năm 2021,2021-03-30,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,11,0,,26,66,
0040,1345/QĐ-ĐHBK,QĐ,ĐHBK,12264,0.2931419832960828,ngày 13 tháng 5 năm 2019,2019-05-13,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,8,0,,12,13,
0041,1779/QĐ-ĐHBK,QĐ,ĐHBK,10200,0.3083549842745795,ngày 18 tháng 6 năm 2019,2019-06-18,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,1,REPLACED_BY,13,26,
0042,1394/QĐ-ĐHBK,QĐ,ĐHBK,8083,0.30091237734549836,ngày 11 tháng 5 năm 2021,2021-05-11,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,0,,3,5,
0043,1395/QĐ-ĐHBK,QĐ,ĐHBK,38620,0.30469360221543706,ngày 11 tháng 5 năm 2021,2021-05-11,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,0,,38,153,
0044,1980/QĐ-ĐHBK,QĐ,ĐHBK,59466,0.286321660418762,ngày 18 tháng 7 năm 2019,2019-07-18,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,5,0,,38,135,
0061,1606/HD-ĐHBK,HD,ĐHBK,20643,0.2887787610619469,ngày 15 tháng 6 năm 2021,2021-06-15,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,0,0,,0,0,
0063,2244/QĐ-ĐHBK,QĐ,ĐHBK,49454,0.3042071197411003,ngày 15 tháng 9 năm 2021,2021-09-15,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,8,1,REPLACES,29,104,
0067,3604/QĐ-ĐHBK,QĐ,ĐHBK,79894,0.31027040093932384,ngày 30 tháng 12 năm 2021,2021-12-30,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,10,1,REPLACES,41,180,
0125,69/QĐ-TTG,QĐ,TTg,19546,0.30422298480285737,ngày 15 tháng 01 năm 2019,2019-01-15,True,Vũ Đức Đam,,Phó thủ tướng,4,0,,3,25,
0126,18/2017/QĐ-TTG,QĐ,TTg,13525,0.30585988541561965,Ngày 14-6-2017,2017-06-14,True,Vũ Đức Đam,,Phó thủ tướng,4,1,REPEALS,10,24,
0140,821/QĐ-BGDĐT,QĐ,BGDĐT,14415,0.29336984158028556,ngày 24 tháng 3 năm 2020,2020-03-24,True,Nguyễn Hữu Độ,,Thứ trưởng,4,1,REPLACES,16,23,
0141,1/2017/QĐ-TTG,QĐ,TTg,37386,0.284,ngày 17 tháng 01 năm 2017,2017-01-17,True,Nguyễn Xuân Phúc,,Thủ tướng,5,1,REPLACES,4,54,
0143,46/2021/TT-BGDĐT,TT,BGDĐT,10179,0.28946600525240734,ngày 31 tháng 12 năm 2021,2021-12-31,True,Nguyễn Văn Phúc,,Thứ trưởng,2,3,AMENDS,3,32,
0144,24/2021/TT-BGDĐT,TT,BGDĐT,12171,0.29354207436399216,ngày 08 tháng 09 năm 2021,2021-09-08,True,Nguyễn Hữu Độ,,Thứ trưởng,3,0,,3,18,
0146,17/2021/TT-BGDĐT,TT,BGDĐT,41728,0.3152016011879782,ngày 22 tháng 6 năm 2021,2021-06-22,True,Hoàng Minh Sơn,,Thứ trưởng,5,1,REPLACES,22,90,
0147,8/2021/TT-BGDĐT,TT,BGDĐT,41989,0.3105823214518867,ngày 18 tháng 03 năm 2021,2021-03-18,True,Hoàng Minh Sơn,,Thứ trưởng,4,1,REPLACES,25,88,
0148,38/2020/TT-BGDĐT,TT,BGDĐT,13643,0.31582598354969776,ngày 06 tháng 10 năm 2020,2020-10-06,True,Nguyễn Văn Phúc,,Thứ trưởng,4,1,AMENDS,11,36,
0149,30/2020/TT-BGDĐT,TT,BGDĐT,8812,0.2899486669978473,ngày 15 tháng 09 năm 2020,2020-09-15,True,Phùng Xuân Nhạ,,Bộ trưởng,2,0,,4,33,
0156,2858/QĐ-ĐHĐN,QĐ,ĐHĐN,5948,0.308868501529052,ngày 06 tháng 8 năm 2021,2021-08-06,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,5,0,,3,3,
0174,2058/QĐ-ĐHĐN,QĐ,ĐHĐN,11498,0.3104800380228137,ngày 04 tháng 6 năm 2021,2021-06-04,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,7,0,,13,27,
0185,1356/QĐ-ĐHĐN,QĐ,ĐHĐN,24362,0.30705472951597595,ngày 22 tháng 4 năm 2020,2020-04-22,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,6,1,REPLACES,21,31,
0195,436/QĐ-TTG,QĐ,TTg,13150,0.29073415603430247,ngày 30 tháng 3 năm 2020,2020-03-30,True,Nguyễn Xuân Phúc,,Thủ tướng,5,0,,3,17,
0199,9/2022/TT-BGDĐT,TT,BGDĐT,72890,0.28397145070266683,ngày 06 tháng 6 năm 2022,2022-06-06,True,Hoàng Minh Sơn,,Thứ trưởng,5,1,REPLACES,13,33,
0206,3240/QĐ-ĐHBK,QĐ,ĐHBK,19813,0.30915032679738563,ngày 19 tháng 8 năm 2022,2022-08-19,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,11,1,REPLACES,10,27,
0210,4511/QĐ-ĐHBK,QĐ,ĐHBK,27095,0.2819334389857369,ngày 22 tháng 11 năm 2022,2022-11-22,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,9,3,"AMENDED_BY,REPLACES",14,58,
0212,3875/QĐ-ĐHBK,QĐ,ĐHBK,57189,0.31291159928856416,ngày 12 tháng 10 năm 2022,2022-10-12,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,12,0,,37,128,
0220,29/QĐ-ĐHBK,QĐ,ĐHBK,27999,0.29815548705905376,ngày 09 tháng 01 năm 2017,2017-01-09,True,Lê Kim Hùng,GS.TS,Hiệu trưởng,5,1,AMENDED_BY,9,19,
0221,1274/QĐ-ĐHBK,QĐ,ĐHBK,7741,0.2929924919556668,ngày 08 tháng 5 năm 2019,2019-05-08,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,4,0,,3,0,
0223,840/QĐ-ĐHBK,QĐ,ĐHBK,23968,0.28249436513899323,ngày 28 tháng 02 năm 2023,2023-02-28,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,9,1,REPEALS,13,33,
0224,866/QĐ-ĐHĐN,QĐ,ĐHĐN,21489,0.30575698341635665,ngày 09 tháng 3 năm 2023,2023-03-09,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,7,0,,19,68,
0227,2852/QĐ-ĐHĐN,QĐ,ĐHĐN,10438,0.2978194866133039,ngày 05 tháng 7 năm 2023,2023-07-05,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,5,0,,10,14,
0240,4305/QĐ-ĐHĐN,QĐ,ĐHĐN,34298,0.31806276912149867,ngày 08 tháng 01 năm 2022,2022-01-08,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,6,1,REPEALED_BY,12,53,
0242,2367/QĐ-ĐHĐN,QĐ,ĐHĐN,12542,0.29272626318711825,ngày 04/4/1994,1994-04-04,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,6,1,REPLACES,12,28,
0243,8/2012/QH13,L,QH13,76609,0.31863449965383184,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 3 thông qua ngày 18 tháng 6 năm 2012",2012-06-18,True,Giang Sơn,,Phó chủ nhiệm,1,0,,73,294,
0264,1982/QĐ-TTG,QĐ,TTg,24556,0.2876918783142618,ngày 18 tháng 10 năm 2016,2016-10-18,True,Vũ Đức Đam,,Phó thủ tướng,5,0,,4,13,
0266,28/2023/TT-BGDĐT,TT,BGDĐT,34020,0.31907728573833977,ngày 28 tháng 12 năm 2023,2023-12-28,True,Hoàng Minh Sơn,,Thứ trưởng,4,1,REPLACES,17,65,
0268,30/2023/TT-BGDĐT,TT,BGDĐT,15960,0.3064486496417417,ngày 29 tháng 12 năm 2023,2023-12-29,True,Hoàng Minh Sơn,,Thứ trưởng,7,1,REPLACES,14,45,
0269,338/QĐ-ĐHBK,QĐ,ĐHBK,240316,0.3027224824355972,ngày 23 tháng 01 năm 2024,2024-01-23,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,6,1,REPLACES,42,267,
0271,30/2023/TT-BGDĐT,TT,BGDĐT,13313,0.3066241514091751,ngày 29 tháng 11 năm 2023,2023-11-29,True,Hoàng Minh Sơn,,Thứ trưởng,7,1,REPLACES,14,45,
0272,4912/QĐ-ĐHĐN,QĐ,ĐHĐN,57397,0.30385695285946507,ngày 20 tháng 11 năm 2023,2023-11-20,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,4,1,REPLACES,15,139,
0313,7/2024/TT-BGDĐT,TT,BGDĐT,13303,0.29782359679266895,ngày 02 tháng 05 năm 2024,2024-05-02,True,Hoàng Minh Sơn,,Thứ trưởng,3,2,"AMENDS,REPLACES",3,11,
0357,1596/QĐ-BGDĐT,QĐ,BGDĐT,10366,0.2866255144032922,ngày 07 tháng 06 năm 2024,2024-06-07,True,Hoàng Minh Sơn,,Thứ trưởng,3,0,,3,0,
0378,4804/QĐ-ĐHĐN,QĐ,ĐHĐN,24664,0.30604778781296443,ngày 19 tháng 11 năm 2024,2024-11-19,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,8,1,REPLACES,19,72,
0379,2640/QĐ-BKHĐT,QĐ,BKHĐT,23285,0.29076892666534887,ngày 21 tháng 11 năm 2024,2024-11-21,True,Nguyễn Chí Dũng,,,3,0,,4,5,
0385,4808/QĐ-ĐHĐN,QĐ,ĐHĐN,22519,0.30466605672461117,ngày 19 tháng 11 năm 2024,2024-11-19,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,8,1,REPLACES,19,72,
0389,2/2025/TT-BGDĐT,TT,BGDĐT,9650,0.299625468164794,ngày 24 tháng 01 năm 2025,2025-01-24,True,Hoàng Minh Sơn,,Thứ trưởng,4,0,,6,26,
0416,1214/QĐ-ĐHBK,QĐ,ĐHBK,88559,0.29842550221050185,ngày 18 tháng 3 năm 2025,2025-03-18,True,Nguyễn Hữu Hiếu,PGS.TS,Hiệu trưởng,7,4,"AMENDED_BY,AMENDS,REPLACED_BY",53,182,
0421,104/KH-UBND,KH,UBND,24313,0.2875514403292181,ngày 09 tháng 4 năm 2025,2025-04-09,True,Nguyễn Thị Anh Thi,,Phó chủ tịch,0,0,,0,0,
0427,1314/QĐ-BGDĐT,QĐ,BGDĐT,32782,0.29592186429061,ngày 13 tháng 05 năm 2025,2025-05-13,True,Hoàng Minh Sơn,,Thứ trưởng,4,0,,4,2,
0434,16/2024/TT-BGDĐT,TT,BGDĐT,23169,0.3044652908067542,ngày 20 tháng 11 năm 2024,2024-11-20,True,Hoàng Minh Sơn,,Thứ trưởng,4,3,"AMENDS,REPEALS,REPLACES",3,24,
0452,4757/QĐ-ĐHĐN,QĐ,ĐHĐN,8242,0.3043394777265745,ngày 24 tháng 12 năm 2025,2025-12-24,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,8,0,,4,9,
0461,10/2026/TT-BGDĐT,TT,BGDĐT,63350,0.2934158721123286,ngày 26 tháng 02 năm 2026,2026-02-26,True,Phạm Ngọc Thưởng,,Thứ trưởng,6,3,"AMENDED_BY,AMENDS,REPLACES",26,201,
0467,754/QĐ-BGDĐT,QĐ,BGDĐT,22006,0.2912244369660885,ngày 31 tháng 03 năm 2026,2026-03-31,True,Phạm Ngọc Thưởng,,Thứ trưởng,2,0,,3,6,
0472,1280/QĐ-ĐHĐN,QĐ,ĐHĐN,1765,0.3418241577649959,ngày 02 tháng 4 năm 2026,2026-04-02,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,4,1,REPLACES,2,0,
0474,1061/QĐ-BGDĐT,QĐ,BGDĐT,28801,0.31095031355523395,ngày 26 tháng 02 năm 2025,2025-02-26,True,Lê Quân,,Phó bộ trưởng,5,0,,4,2,
0475,1050/QĐ-BGDĐT,QĐ,BGDĐT,63461,0.2991433925225306,ngày 04 tháng 5 năm 2026,2026-05-04,True,Lê Quân,,Thứ trưởng,4,0,,4,2,
0489,1841/QĐ-ĐHĐN,QĐ,ĐHĐN,37249,0.3059969053100351,ngày 04/4/1994,1994-04-04,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,7,1,AMENDS,18,94,
0491,62/2026/TT-BGDĐT,TT,BGDĐT,17526,0.29461915869058153,ngày 28 tháng 07 năm 2026,2026-07-28,True,Lê Quân,,Thứ trưởng,16,0,,16,43,
0492,56/2026/TT-BGDĐT,TT,BGDĐT,56899,0.31196063221177156,ngày 07 tháng 07 năm 2026,2026-07-07,True,Lê Quân,,Thứ trưởng,4,1,REPLACES,30,124,
0494,3107/QĐ-ĐHĐN,QĐ,ĐHĐN,32618,0.2767451280435663,ngày 10 tháng 8 năm 2026,2026-08-10,True,,,,0,0,,15,64,
0158,12/2017/TT-BGDĐT,TT,BGDĐT,59361,0.324241383258903,ngày 19 tháng 5 năm 2017,2017-05-19,True,Bùi Văn Ga,,Thứ trưởng,4,2,"AMENDED_BY,REPLACES",29,194,
0159,5778/BGDĐT-QLCL,CV,BGDĐT,3329,0.30032733224222585,ngày 13 tháng 12 năm 2021,2021-12-13,True,Hoàng Minh Sơn,,Phó bộ trưởng,0,0,,0,0,
0160,2085/QLCL-KĐCLGD,CV,QLCL,42348,0.30122832832192437,ngày 31 tháng 12 năm 2020,2020-12-31,True,Lê Mỹ Phong,,,0,1,REPLACES,0,0,
0180,3982/ĐHĐN-ĐBCLGD,CV,ĐHĐN,20587,0.3102986473818133,ngày 12 tháng 11 năm 2020,2020-11-12,True,Lê Quang Sơn,PGS.TS,Phó giám đốc,5,0,,3,7,
0203,11/2022/TT-BGDĐT,TT,BGDĐT,11396,0.29578985246491546,ngày 26 tháng 07 năm 2022,2022-07-26,True,Nguyễn Hữu Độ,,Thứ trưởng,3,0,,6,19,
0214,1394/QĐ-ĐHBK,QĐ,ĐHBK,8087,0.30098089829633456,ngày 14 tháng 5 năm 2021,2021-05-14,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,0,,3,5,
0215,1395/QĐ-ĐHBK,QĐ,ĐHBK,36522,0.3060291527710121,ngày 14 tháng 5 năm 2021,2021-05-14,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,7,0,,38,128,
